order_id,order_date,customer_id,customer_name,product_id,category,product_name,sales,quantity,discount,profit
ORD-102619,2020-04-19,CUST-8835,Customer_430,PROD-482,Technology,Desk,237.81,6,0.23,10.54
ORD-102620,2020-04-19,CUST-1006,Customer_425,PROD-540,Furniture,Desk,338.65,1,0.07,161.14
ORD-102621,2020-04-19,CUST-4267,Customer_463,PROD-977,Furniture,Printer,482.75,8,0.1,83.61
ORD-102622,2020-04-19,CUST-7564,Customer_25,PROD-546,Technology,Phone,499.63,3,0.27,116.39
ORD-102623,2020-04-19,CUST-5928,Customer_342,PROD-718,Technology,Printer,476.93,8,0.27,151.52
ORD-102624,2020-04-19,CUST-3606,Customer_146,PROD-716,Technology,Table,361.94,3,0.09,116.76
ORD-102625,2020-04-19,CUST-6906,Customer_12,PROD-170,Office Supplies,Chair,375.76,1,0.03,164.01
ORD-102626,2020-04-19,CUST-4273,Customer_87,PROD-183,Office Supplies,Printer,382.01,4,0.28,-28.41
ORD-102627,2020-04-19,CUST-8611,Customer_435,PROD-308,Furniture,Phone,432.68,3,0.09,175.91
ORD-102628,2020-04-19,CUST-1913,Customer_109,PROD-358,Furniture,Printer,476.37,8,0.04,153.16
ORD-102629,2020-04-19,CUST-3011,Customer_423,PROD-338,Technology,Phone,228.4,1,0.1,175.75
ORD-102630,2020-04-19,CUST-2442,Customer_345,PROD-401,Furniture,Chair,214.09,9,0.08,132.71
ORD-102631,2020-04-19,CUST-6546,Customer_266,PROD-331,Office Supplies,Laptop,235.63,9,0.02,18.6
ORD-102632,2020-04-19,CUST-2829,Customer_222,PROD-381,Furniture,Phone,333.31,6,0.3,-21.53
ORD-102633,2020-04-19,CUST-9767,Customer_74,PROD-493,Furniture,Phone,389.97,5,0.09,-17.59
ORD-102634,2020-04-19,CUST-7468,Customer_482,PROD-517,Technology,Table,436.57,5,0.08,74.73
ORD-102635,2020-04-19,CUST-1929,Customer_494,PROD-305,Technology,Phone,233.54,6,0.13,47.73
ORD-102636,2020-04-19,CUST-4699,Customer_333,PROD-363,Office Supplies,Chair,188.05,7,0.12,113.55
ORD-102637,2020-04-19,CUST-2054,Customer_310,PROD-410,Furniture,Desk,491.84,8,0.13,75.82
ORD-102638,2020-04-19,CUST-6744,Customer_413,PROD-958,Furniture,Phone,123.62,3,0.27,-18.67
ORD-102639,2020-04-19,CUST-2900,Customer_102,PROD-796,Furniture,Monitor,118.78,1,0.02,-49.44
ORD-102640,2020-04-20,CUST-7980,Customer_425,PROD-725,Technology,Chair,360.55,5,0.28,-17.92
ORD-102641,2020-04-20,CUST-8069,Customer_493,PROD-178,Office Supplies,Table,98.03,1,0.2,-13.32
ORD-102642,2020-04-20,CUST-4415,Customer_137,PROD-968,Furniture,Monitor,205.71,2,0.21,129.98
ORD-102643,2020-04-20,CUST-1442,Customer_191,PROD-441,Furniture,Table,153.27,8,0.05,21.32
ORD-102644,2020-04-20,CUST-7218,Customer_461,PROD-912,Furniture,Laptop,92.67,3,0.1,-26.59
ORD-102645,2020-04-20,CUST-5652,Customer_421,PROD-661,Furniture,Phone,294.06,4,0.02,138.84
ORD-102646,2020-04-20,CUST-8939,Customer_142,PROD-931,Office Supplies,Desk,193.02,6,0.2,185.12
ORD-102647,2020-04-20,CUST-8833,Customer_357,PROD-194,Office Supplies,Chair,236.49,8,0.1,-24.88
ORD-102648,2020-04-20,CUST-8597,Customer_73,PROD-869,Office Supplies,Laptop,105.97,1,0.17,190.76
ORD-102649,2020-04-20,CUST-5458,Customer_328,PROD-450,Technology,Desk,386.25,2,0.23,187.57
ORD-102650,2020-04-20,CUST-7591,Customer_167,PROD-161,Furniture,Laptop,164.21,6,0.17,80.78
ORD-102651,2020-04-20,CUST-3309,Customer_168,PROD-241,Furniture,Desk,177.93,8,0.02,23.94
ORD-102652,2020-04-20,CUST-7268,Customer_54,PROD-941,Furniture,Printer,133.56,8,0.02,-15.48
ORD-102653,2020-04-20,CUST-1910,Customer_259,PROD-833,Furniture,Printer,222.86,3,0.26,155.96
ORD-102654,2020-04-20,CUST-5340,Customer_439,PROD-967,Office Supplies,Printer,237.15,4,0.08,101.18
ORD-102655,2020-04-20,CUST-5009,Customer_111,PROD-210,Technology,Laptop,269.54,4,0.11,112.82
ORD-102656,2020-04-20,CUST-7628,Customer_232,PROD-715,Technology,Printer,484.11,4,0.07,165.22
ORD-102657,2020-04-20,CUST-3169,Customer_161,PROD-626,Furniture,Chair,453.3,2,0.21,60.99
ORD-102658,2020-04-20,CUST-3172,Customer_352,PROD-881,Office Supplies,Chair,308.6,6,0.12,42.03
ORD-102659,2020-04-20,CUST-6668,Customer_327,PROD-770,Technology,Printer,29.06,8,0.14,140.58
ORD-102660,2020-04-20,CUST-7313,Customer_19,PROD-256,Technology,Desk,310.01,9,0.2,24.31
ORD-102661,2020-04-20,CUST-9315,Customer_290,PROD-638,Furniture,Desk,53.94,1,0.19,31.98
ORD-102662,2020-04-20,CUST-9036,Customer_462,PROD-696,Technology,Laptop,358.07,1,0.23,45.27
ORD-102663,2020-04-20,CUST-7789,Customer_50,PROD-108,Furniture,Desk,201.14,9,0.22,164.09
ORD-102664,2020-04-21,CUST-1785,Customer_175,PROD-375,Office Supplies,Monitor,420.47,4,0.13,144.78
ORD-102665,2020-04-21,CUST-7139,Customer_302,PROD-326,Furniture,Monitor,471.84,7,0.06,22.85
ORD-102666,2020-04-21,CUST-7344,Customer_184,PROD-285,Technology,Monitor,214.38,2,0.07,-14.1
ORD-102667,2020-04-21,CUST-3416,Customer_185,PROD-690,Furniture,Phone,235.67,1,0.21,48.2
ORD-102668,2020-04-21,CUST-9988,Customer_339,PROD-315,Furniture,Desk,299.17,7,0.08,106.14
ORD-102669,2020-04-21,CUST-5154,Customer_307,PROD-532,Furniture,Chair,106.6,6,0.13,119.06
ORD-102670,2020-04-21,CUST-6619,Customer_310,PROD-668,Furniture,Table,464.39,3,0.03,0.11
ORD-102671,2020-04-21,CUST-2936,Customer_346,PROD-755,Furniture,Desk,222.17,4,0.04,12.35
ORD-102672,2020-04-21,CUST-4807,Customer_81,PROD-455,Furniture,Monitor,91.74,1,0.07,182.53
ORD-102673,2020-04-21,CUST-8151,Customer_374,PROD-942,Technology,Laptop,383.74,7,0.03,46.26
ORD-102674,2020-04-21,CUST-4236,Customer_156,PROD-491,Furniture,Desk,117.38,9,0.08,28.54
ORD-102675,2020-04-21,CUST-3352,Customer_275,PROD-678,Technology,Monitor,80.33,1,0.17,123.93
ORD-102676,2020-04-21,CUST-2932,Customer_283,PROD-374,Furniture,Laptop,285.81,2,0.22,66.97
ORD-102677,2020-04-21,CUST-9556,Customer_432,PROD-593,Office Supplies,Phone,339.03,2,0.01,11.7
ORD-102678,2020-04-21,CUST-5916,Customer_249,PROD-716,Furniture,Printer,289.09,6,0.18,52.32
ORD-102679,2020-04-21,CUST-6498,Customer_147,PROD-550,Technology,Phone,331.69,5,0.11,-13.95
ORD-102680,2020-04-21,CUST-1946,Customer_481,PROD-519,Technology,Chair,66.61,6,0.07,19.89
ORD-102681,2020-04-21,CUST-2439,Customer_435,PROD-799,Office Supplies,Table,243.25,1,0.01,54.62
ORD-102682,2020-04-21,CUST-8730,Customer_7,PROD-263,Furniture,Phone,184.94,6,0.1,79.5
ORD-102683,2020-04-21,CUST-5857,Customer_157,PROD-878,Office Supplies,Phone,486.95,6,0.24,135.41
ORD-102684,2020-04-21,CUST-1340,Customer_171,PROD-662,Furniture,Chair,34.32,7,0.16,46.24
ORD-102685,2020-04-21,CUST-1382,Customer_69,PROD-737,Furniture,Chair,156.16,2,0.23,86.43
ORD-102686,2020-04-21,CUST-9491,Customer_94,PROD-691,Technology,Printer,471.51,6,0.12,187.75
ORD-102687,2020-04-21,CUST-1138,Customer_369,PROD-282,Office Supplies,Printer,491.91,9,0.25,154.58
ORD-102688,2020-04-22,CUST-1358,Customer_363,PROD-409,Office Supplies,Desk,414.2,9,0.05,9.25
ORD-102689,2020-04-22,CUST-5931,Customer_376,PROD-116,Technology,Laptop,47.24,2,0.25,3.37
ORD-102690,2020-04-22,CUST-4456,Customer_186,PROD-545,Technology,Chair,285.06,5,0.14,115.67
ORD-102691,2020-04-22,CUST-2627,Customer_392,PROD-269,Office Supplies,Phone,206.06,7,0.22,98.83
ORD-102692,2020-04-22,CUST-7626,Customer_170,PROD-379,Technology,Phone,405.16,5,0.07,86.72
ORD-102693,2020-04-22,CUST-6004,Customer_204,PROD-915,Furniture,Printer,36.96,3,0.15,-11.46
ORD-102694,2020-04-22,CUST-7652,Customer_42,PROD-439,Office Supplies,Laptop,106.59,1,0.22,40.65
ORD-102695,2020-04-22,CUST-7416,Customer_13,PROD-825,Office Supplies,Monitor,249.71,7,0.15,139.84
ORD-102696,2020-04-22,CUST-4170,Customer_154,PROD-809,Technology,Chair,87.25,8,0.14,130.9
ORD-102697,2020-04-22,CUST-4835,Customer_274,PROD-618,Furniture,Printer,349.43,6,0.24,-8.71
ORD-102698,2020-04-22,CUST-9017,Customer_298,PROD-110,Office Supplies,Monitor,412.18,7,0.05,56.71
ORD-102699,2020-04-22,CUST-3151,Customer_51,PROD-623,Office Supplies,Laptop,355.21,9,0.14,60.68
ORD-102700,2020-04-22,CUST-7905,Customer_369,PROD-721,Furniture,Chair,225.74,2,0.25,77.15
ORD-102701,2020-04-22,CUST-3834,Customer_212,PROD-232,Technology,Phone,440.41,5,0.25,65.29
ORD-102702,2020-04-22,CUST-3567,Customer_144,PROD-739,Technology,Phone,77.47,3,0.04,75.43
ORD-102703,2020-04-22,CUST-2307,Customer_357,PROD-247,Technology,Printer,137.57,2,0.26,153.29
ORD-102704,2020-04-22,CUST-9848,Customer_3,PROD-665,Technology,Laptop,249.87,3,0,47.37
ORD-102705,2020-04-22,CUST-3660,Customer_254,PROD-922,Furniture,Phone,40.06,4,0.26,88.01
ORD-102706,2020-04-22,CUST-4730,Customer_475,PROD-178,Furniture,Monitor,56.89,2,0.08,101.69
ORD-102707,2020-04-22,CUST-7207,Customer_335,PROD-445,Office Supplies,Laptop,204.75,2,0.17,185.58
ORD-102708,2020-04-22,CUST-4162,Customer_256,PROD-708,Office Supplies,Printer,472.5,8,0,113.68
ORD-102709,2020-04-22,CUST-2140,Customer_98,PROD-348,Furniture,Monitor,455.12,3,0.22,-17.33
ORD-102710,2020-04-22,CUST-9458,Customer_173,PROD-738,Office Supplies,Monitor,238.33,3,0.13,95.61
ORD-102711,2020-04-22,CUST-2708,Customer_150,PROD-641,Furniture,Desk,79.66,4,0.25,115.48
ORD-102712,2020-04-23,CUST-4630,Customer_488,PROD-123,Technology,Laptop,97.27,5,0.17,-47.62
ORD-102713,2020-04-23,CUST-4211,Customer_279,PROD-570,Furniture,Table,195,3,0.25,-31.17
ORD-102714,2020-04-23,CUST-7538,Customer_59,PROD-300,Furniture,Laptop,112.94,6,0.18,-45.25
ORD-102715,2020-04-23,CUST-1475,Customer_446,PROD-230,Office Supplies,Printer,50.66,3,0.22,-37.94
ORD-102716,2020-04-23,CUST-8684,Customer_113,PROD-733,Furniture,Table,340.15,8,0.22,-27.58
ORD-102717,2020-04-23,CUST-2207,Customer_324,PROD-455,Technology,Desk,294.91,4,0.07,189.45
ORD-102718,2020-04-23,CUST-2960,Customer_243,PROD-938,Technology,Phone,152.74,5,0.17,1.68
ORD-102719,2020-04-23,CUST-1557,Customer_310,PROD-249,Office Supplies,Chair,391.68,3,0.26,1.14
ORD-102720,2020-04-23,CUST-1882,Customer_57,PROD-625,Office Supplies,Printer,390.21,5,0.26,164.35
ORD-102721,2020-04-23,CUST-5761,Customer_489,PROD-403,Furniture,Chair,250.59,7,0.12,138.19
ORD-102722,2020-04-23,CUST-6867,Customer_407,PROD-640,Office Supplies,Desk,57.3,3,0.1,118.95
ORD-102723,2020-04-23,CUST-7963,Customer_367,PROD-149,Technology,Table,460.05,3,0.2,55.43
ORD-102724,2020-04-23,CUST-8166,Customer_60,PROD-563,Office Supplies,Desk,337.64,1,0.23,-42.21
ORD-102725,2020-04-23,CUST-8929,Customer_329,PROD-339,Office Supplies,Laptop,131.05,2,0.01,156.63
ORD-102726,2020-04-23,CUST-6347,Customer_216,PROD-581,Technology,Chair,309.12,4,0.03,165.2
ORD-102727,2020-04-23,CUST-8269,Customer_469,PROD-554,Furniture,Chair,208.46,9,0.23,70.45
ORD-102728,2020-04-23,CUST-9125,Customer_233,PROD-382,Furniture,Desk,321.32,3,0.13,111.22
ORD-102729,2020-04-23,CUST-3454,Customer_494,PROD-434,Office Supplies,Table,242.2,5,0.2,69.41
ORD-102730,2020-04-23,CUST-5494,Customer_55,PROD-451,Technology,Chair,247.88,9,0.25,24.04
ORD-102731,2020-04-23,CUST-2946,Customer_373,PROD-767,Technology,Monitor,370.58,4,0.23,85.07
ORD-102732,2020-04-23,CUST-3808,Customer_208,PROD-748,Technology,Phone,310.73,4,0.24,122.15
ORD-102733,2020-04-23,CUST-7642,Customer_63,PROD-426,Furniture,Desk,49.18,6,0.15,-11.36
ORD-102734,2020-04-23,CUST-4825,Customer_184,PROD-435,Technology,Laptop,42.03,7,0.05,82.68
ORD-102735,2020-04-23,CUST-4536,Customer_311,PROD-765,Technology,Laptop,159.45,6,0.14,143.99
ORD-102736,2020-04-24,CUST-7068,Customer_281,PROD-180,Furniture,Laptop,220.82,4,0.29,68.9
ORD-102737,2020-04-24,CUST-4802,Customer_26,PROD-186,Technology,Chair,144.86,7,0.09,-10.78
ORD-102738,2020-04-24,CUST-5699,Customer_177,PROD-875,Furniture,Desk,329.22,3,0.13,167.43
ORD-102739,2020-04-24,CUST-2970,Customer_63,PROD-357,Office Supplies,Laptop,105.6,3,0.23,118.46
ORD-102740,2020-04-24,CUST-6806,Customer_429,PROD-284,Office Supplies,Desk,355.03,7,0.02,108.13
ORD-102741,2020-04-24,CUST-7142,Customer_73,PROD-791,Office Supplies,Chair,388.84,6,0.23,112.92
ORD-102742,2020-04-24,CUST-3819,Customer_335,PROD-797,Office Supplies,Phone,70.92,2,0.08,11.27
ORD-102743,2020-04-24,CUST-1364,Customer_167,PROD-222,Office Supplies,Phone,328.9,1,0.08,73.08
ORD-102744,2020-04-24,CUST-5258,Customer_225,PROD-988,Furniture,Phone,481.1,6,0.17,31.5
ORD-102745,2020-04-24,CUST-4119,Customer_65,PROD-195,Furniture,Chair,104.48,9,0.08,158.38
ORD-102746,2020-04-24,CUST-2863,Customer_69,PROD-704,Furniture,Laptop,455.56,3,0.19,97.19
ORD-102747,2020-04-24,CUST-1115,Customer_440,PROD-614,Technology,Chair,306.96,9,0.27,129.32
ORD-102748,2020-04-24,CUST-8084,Customer_9,PROD-542,Office Supplies,Desk,299.56,6,0.12,115.08
ORD-102749,2020-04-24,CUST-9016,Customer_236,PROD-613,Technology,Phone,35.44,4,0.28,70.93
ORD-102750,2020-04-24,CUST-3384,Customer_198,PROD-470,Technology,Desk,376.67,2,0.28,151.21
ORD-102751,2020-04-24,CUST-4935,Customer_412,PROD-404,Technology,Chair,244.35,9,0.06,103.84
ORD-102752,2020-04-24,CUST-8742,Customer_173,PROD-456,Office Supplies,Printer,363.38,5,0.13,6.7
ORD-102753,2020-04-24,CUST-6442,Customer_282,PROD-247,Technology,Printer,406.5,5,0.3,22.69
ORD-102754,2020-04-24,CUST-3490,Customer_28,PROD-384,Office Supplies,Monitor,266.66,2,0.04,156.74
ORD-102755,2020-04-24,CUST-7980,Customer_296,PROD-756,Office Supplies,Chair,139.19,5,0.14,185.31
ORD-102756,2020-04-24,CUST-8661,Customer_399,PROD-941,Office Supplies,Laptop,79.37,6,0.13,87
ORD-102757,2020-04-24,CUST-2724,Customer_134,PROD-972,Technology,Table,88.65,2,0.24,46.39
ORD-102758,2020-04-24,CUST-9182,Customer_27,PROD-361,Office Supplies,Desk,434.8,1,0.05,106.25
ORD-102759,2020-04-24,CUST-3767,Customer_38,PROD-673,Office Supplies,Chair,70.55,6,0.07,70.88
ORD-102760,2020-04-25,CUST-2137,Customer_196,PROD-590,Furniture,Chair,198.5,9,0.05,160.42
ORD-102761,2020-04-25,CUST-5117,Customer_203,PROD-837,Technology,Printer,173.79,9,0.05,158.25
ORD-102762,2020-04-25,CUST-4420,Customer_85,PROD-130,Furniture,Phone,434.07,9,0.08,64.04
ORD-102763,2020-04-25,CUST-6845,Customer_320,PROD-801,Furniture,Phone,244.07,5,0.16,151.15
ORD-102764,2020-04-25,CUST-5778,Customer_30,PROD-986,Technology,Table,498.26,1,0.21,-1.76
ORD-102765,2020-04-25,CUST-4906,Customer_466,PROD-367,Furniture,Laptop,371.16,3,0.11,43.48
ORD-102766,2020-04-25,CUST-4637,Customer_99,PROD-111,Office Supplies,Laptop,426.95,8,0.13,-30.1
ORD-102767,2020-04-25,CUST-3953,Customer_387,PROD-290,Furniture,Table,58.35,9,0.24,151.95
ORD-102768,2020-04-25,CUST-6929,Customer_190,PROD-499,Furniture,Laptop,134.02,4,0.16,193.81
ORD-102769,2020-04-25,CUST-1276,Customer_12,PROD-636,Office Supplies,Monitor,76.37,3,0.18,94.19
ORD-102770,2020-04-25,CUST-2999,Customer_91,PROD-190,Furniture,Monitor,237.17,2,0.16,141.62
ORD-102771,2020-04-25,CUST-2227,Customer_30,PROD-699,Office Supplies,Printer,361.96,5,0.24,50.4
ORD-102772,2020-04-25,CUST-7337,Customer_213,PROD-943,Technology,Chair,92.84,2,0.06,90.39
ORD-102773,2020-04-25,CUST-4735,Customer_38,PROD-600,Furniture,Laptop,73.78,9,0.29,36.84
ORD-102774,2020-04-25,CUST-1695,Customer_341,PROD-885,Technology,Printer,311.16,9,0.26,124.21
ORD-102775,2020-04-25,CUST-5152,Customer_60,PROD-400,Furniture,Monitor,122.85,3,0.12,11.56
ORD-102776,2020-04-25,CUST-8901,Customer_294,PROD-210,Office Supplies,Desk,244.87,4,0.12,-11.69
ORD-102777,2020-04-25,CUST-8470,Customer_360,PROD-179,Furniture,Chair,35.05,9,0.25,174.64
ORD-102778,2020-04-25,CUST-8537,Customer_143,PROD-935,Technology,Table,343.5,1,0.13,166.07
ORD-102779,2020-04-25,CUST-3841,Customer_402,PROD-751,Office Supplies,Desk,275.25,7,0.15,158.74
ORD-102780,2020-04-25,CUST-5208,Customer_180,PROD-532,Office Supplies,Phone,327.24,2,0.22,155.39
ORD-102781,2020-04-25,CUST-9733,Customer_285,PROD-516,Technology,Phone,144.95,9,0.12,132.38
ORD-102782,2020-04-25,CUST-2088,Customer_112,PROD-313,Technology,Chair,146.52,3,0.14,168.69
ORD-102783,2020-04-25,CUST-4363,Customer_230,PROD-546,Furniture,Laptop,402.67,6,0.01,2.55
ORD-102784,2020-04-26,CUST-1024,Customer_444,PROD-117,Furniture,Chair,362.1,5,0.04,167.6
ORD-102785,2020-04-26,CUST-7144,Customer_21,PROD-153,Office Supplies,Laptop,294.07,2,0.14,179.45
ORD-102786,2020-04-26,CUST-6668,Customer_145,PROD-979,Technology,Table,317.79,9,0.01,129
ORD-102787,2020-04-26,CUST-5236,Customer_489,PROD-708,Technology,Phone,56.08,3,0.09,99.84
ORD-102788,2020-04-26,CUST-9068,Customer_499,PROD-894,Furniture,Monitor,429.52,6,0.13,9.02
ORD-102789,2020-04-26,CUST-3235,Customer_146,PROD-845,Furniture,Monitor,387.25,9,0.03,166.54
ORD-102790,2020-04-26,CUST-8295,Customer_441,PROD-339,Office Supplies,Chair,299.34,8,0.02,94.21
ORD-102791,2020-04-26,CUST-9392,Customer_375,PROD-945,Technology,Chair,460.11,5,0,102.67
ORD-102792,2020-04-26,CUST-9448,Customer_421,PROD-517,Technology,Table,92.63,6,0.15,101.64
ORD-102793,2020-04-26,CUST-4747,Customer_316,PROD-955,Technology,Monitor,346.46,3,0.04,166.69
ORD-102794,2020-04-26,CUST-4175,Customer_166,PROD-585,Technology,Laptop,481.86,5,0.21,-15.76
ORD-102795,2020-04-26,CUST-5897,Customer_140,PROD-543,Furniture,Phone,161.9,6,0.15,-34.58
ORD-102796,2020-04-26,CUST-6037,Customer_203,PROD-665,Furniture,Phone,17.49,3,0.01,6
ORD-102797,2020-04-26,CUST-8427,Customer_496,PROD-698,Furniture,Laptop,370.09,2,0.02,72.94
ORD-102798,2020-04-26,CUST-9605,Customer_244,PROD-872,Office Supplies,Table,13.42,9,0.28,67.35
ORD-102799,2020-04-26,CUST-3014,Customer_113,PROD-847,Technology,Laptop,437.54,7,0.04,78.01
ORD-102800,2020-04-26,CUST-2381,Customer_468,PROD-222,Furniture,Table,37.59,4,0.23,-21.42
ORD-102801,2020-04-26,CUST-2098,Customer_201,PROD-519,Technology,Laptop,329.85,3,0.07,148.22
ORD-102802,2020-04-26,CUST-4426,Customer_385,PROD-665,Furniture,Phone,194.82,4,0.1,25.53
ORD-102803,2020-04-26,CUST-4655,Customer_314,PROD-315,Office Supplies,Phone,109.64,9,0.01,178.31
ORD-102804,2020-04-26,CUST-8938,Customer_259,PROD-519,Furniture,Chair,450.15,9,0.17,159.99
ORD-102805,2020-04-26,CUST-1187,Customer_255,PROD-808,Office Supplies,Monitor,375.66,6,0.14,-34.13
ORD-102806,2020-04-26,CUST-6409,Customer_447,PROD-650,Technology,Monitor,176.82,9,0.22,-36.61
ORD-102807,2020-04-26,CUST-3092,Customer_405,PROD-976,Furniture,Table,149.24,9,0.27,107.24
ORD-102808,2020-04-27,CUST-3130,Customer_23,PROD-327,Furniture,Phone,370.65,6,0.16,-30.68
ORD-102809,2020-04-27,CUST-6242,Customer_393,PROD-336,Furniture,Table,419.92,5,0.29,92.96
ORD-102810,2020-04-27,CUST-9549,Customer_246,PROD-743,Technology,Table,360.77,3,0.04,-30.21
ORD-102811,2020-04-27,CUST-6647,Customer_339,PROD-429,Office Supplies,Desk,323.59,1,0.1,69.84
ORD-102812,2020-04-27,CUST-6185,Customer_493,PROD-932,Office Supplies,Desk,121.68,4,0.25,54.78
ORD-102813,2020-04-27,CUST-6776,Customer_311,PROD-568,Furniture,Laptop,427.87,1,0.17,97.73
ORD-102814,2020-04-27,CUST-8913,Customer_366,PROD-779,Technology,Monitor,377.33,1,0.16,39.05
ORD-102815,2020-04-27,CUST-8547,Customer_372,PROD-586,Office Supplies,Table,263.46,6,0.14,-14.99
ORD-102816,2020-04-27,CUST-8823,Customer_403,PROD-648,Office Supplies,Laptop,260.68,5,0.01,160.53
ORD-102817,2020-04-27,CUST-8355,Customer_318,PROD-678,Office Supplies,Laptop,288.89,7,0.02,24.83
ORD-102818,2020-04-27,CUST-7465,Customer_87,PROD-722,Office Supplies,Chair,415.86,1,0.03,-33.13
ORD-102819,2020-04-27,CUST-2497,Customer_219,PROD-514,Office Supplies,Desk,373.71,1,0.06,75.15
ORD-102820,2020-04-27,CUST-3555,Customer_475,PROD-318,Furniture,Desk,429.56,8,0.03,169.42
ORD-102821,2020-04-27,CUST-6409,Customer_423,PROD-820,Furniture,Phone,258.57,6,0.03,20.18
ORD-102822,2020-04-27,CUST-3951,Customer_356,PROD-480,Furniture,Desk,316.08,8,0.19,62.69
ORD-102823,2020-04-27,CUST-2238,Customer_460,PROD-186,Office Supplies,Phone,428.74,6,0.04,50.64
ORD-102824,2020-04-27,CUST-5727,Customer_27,PROD-560,Office Supplies,Table,123.84,6,0.14,-37.9
ORD-102825,2020-04-27,CUST-4965,Customer_430,PROD-914,Office Supplies,Chair,227.57,7,0.02,167.09
ORD-102826,2020-04-27,CUST-6686,Customer_290,PROD-510,Furniture,Laptop,314.12,2,0.08,139.72
ORD-102827,2020-04-27,CUST-4701,Customer_289,PROD-790,Office Supplies,Laptop,458.42,3,0.28,-26.06
ORD-102828,2020-04-27,CUST-3780,Customer_348,PROD-624,Furniture,Table,17.76,4,0.01,-16.96
ORD-102829,2020-04-27,CUST-8398,Customer_223,PROD-546,Office Supplies,Phone,114.16,1,0.26,-47.35
ORD-102830,2020-04-27,CUST-2588,Customer_352,PROD-399,Furniture,Printer,124.88,9,0.23,196.43
ORD-102831,2020-04-27,CUST-3368,Customer_178,PROD-507,Technology,Table,170.04,9,0.28,54.05
ORD-102832,2020-04-28,CUST-6789,Customer_148,PROD-736,Office Supplies,Phone,148.08,4,0.24,182.6
ORD-102833,2020-04-28,CUST-1436,Customer_424,PROD-474,Office Supplies,Table,299.17,1,0.25,55.04
ORD-102834,2020-04-28,CUST-3828,Customer_227,PROD-332,Furniture,Chair,443.95,1,0.03,-24.05
ORD-102835,2020-04-28,CUST-2556,Customer_351,PROD-862,Office Supplies,Table,322.12,6,0.25,35.83
ORD-102836,2020-04-28,CUST-8570,Customer_186,PROD-998,Furniture,Table,128.35,2,0.14,54.56
ORD-102837,2020-04-28,CUST-8480,Customer_415,PROD-737,Furniture,Desk,433.24,1,0.11,-5.85
ORD-102838,2020-04-28,CUST-1182,Customer_294,PROD-846,Technology,Phone,319.7,2,0.05,-36.62
ORD-102839,2020-04-28,CUST-8190,Customer_470,PROD-749,Technology,Chair,117.29,7,0,29.13
ORD-102840,2020-04-28,CUST-7687,Customer_429,PROD-148,Office Supplies,Monitor,187.22,4,0.19,84.82
ORD-102841,2020-04-28,CUST-6565,Customer_41,PROD-991,Office Supplies,Laptop,397.08,7,0.22,13.83
ORD-102842,2020-04-28,CUST-8241,Customer_393,PROD-285,Furniture,Printer,372.08,7,0.12,189.67
ORD-102843,2020-04-28,CUST-8651,Customer_393,PROD-304,Furniture,Printer,292.53,4,0.05,70.36
ORD-102844,2020-04-28,CUST-6575,Customer_191,PROD-177,Furniture,Phone,80.94,2,0.04,-17.43
ORD-102845,2020-04-28,CUST-2589,Customer_79,PROD-580,Furniture,Table,403.61,9,0.05,53.37
ORD-102846,2020-04-28,CUST-9851,Customer_205,PROD-485,Office Supplies,Desk,160.7,3,0.02,126.93
ORD-102847,2020-04-28,CUST-1159,Customer_384,PROD-293,Technology,Table,388.08,1,0.11,71.79
ORD-102848,2020-04-28,CUST-7555,Customer_278,PROD-202,Office Supplies,Phone,327.31,8,0.18,32.81
ORD-102849,2020-04-28,CUST-9244,Customer_272,PROD-716,Office Supplies,Printer,139.44,4,0.13,-23.43
ORD-102850,2020-04-28,CUST-7846,Customer_32,PROD-475,Office Supplies,Printer,114.06,9,0.04,64.89
ORD-102851,2020-04-28,CUST-3307,Customer_450,PROD-386,Technology,Table,74.15,8,0.24,-25.65
ORD-102852,2020-04-28,CUST-2228,Customer_474,PROD-935,Office Supplies,Table,128.55,7,0.09,42.72
ORD-102853,2020-04-28,CUST-8226,Customer_142,PROD-581,Technology,Table,87.34,9,0.18,-20.94
ORD-102854,2020-04-28,CUST-6590,Customer_251,PROD-822,Furniture,Laptop,312.36,2,0.07,119.04
ORD-102855,2020-04-28,CUST-7919,Customer_294,PROD-349,Office Supplies,Desk,303.4,4,0.18,143.15
ORD-102856,2020-04-29,CUST-6585,Customer_98,PROD-904,Furniture,Desk,297.22,5,0.04,10.87
ORD-102857,2020-04-29,CUST-7046,Customer_136,PROD-300,Furniture,Monitor,324.53,5,0.2,-31.32
ORD-102858,2020-04-29,CUST-5945,Customer_484,PROD-635,Furniture,Monitor,409.24,1,0.17,36.76
ORD-102859,2020-04-29,CUST-8927,Customer_277,PROD-560,Office Supplies,Printer,457.64,9,0.16,90.13
ORD-102860,2020-04-29,CUST-8016,Customer_312,PROD-399,Furniture,Printer,122.88,9,0.07,141.98
ORD-102861,2020-04-29,CUST-8758,Customer_302,PROD-577,Office Supplies,Phone,298.01,5,0.16,50.72
ORD-102862,2020-04-29,CUST-6086,Customer_43,PROD-182,Furniture,Phone,48.38,3,0.27,41.49
ORD-102863,2020-04-29,CUST-8161,Customer_120,PROD-908,Office Supplies,Monitor,68.87,8,0.04,177.08
ORD-102864,2020-04-29,CUST-2884,Customer_220,PROD-557,Office Supplies,Laptop,330.63,7,0.21,62.42
